201901020130951072,你好，请问北京六道口附近有没有网点可以兑换泰铢？||还可以自助办的吗？||[4]查询网点/自助机具方法||4||中关村东升路支行||,"[0.4222702334903874, 0.09066114613749021, 0.5488097923929917, 0.017128454343981137]",neg
201901020130951136,合同详情||,[0.06602422853625634],no_trend
201901020130951168,合同详情||,[0.06602422853625634],no_trend
201901020130951264,人工服务||,[0.4852060567795231],no_trend
201901020130951520,你好||别人给我转了钱一直没收到是怎么回事||你可以帮我查一下吗||WeChatFile20190102/253845499004583936||WeChatFile20190102/253845498912309248||这个当时给我转的记录||在吗||别人给我转了钱一直没收到是怎么回事||WeChatFile20190102/253846688869908480||WeChatFile20190102/253846688794411008||这个是记录||你好？？||在吗||不会说话吗？||你们服务态度就这样？？？||人工客服||转人工客服||难怪给我转了3000||一分钱不到账||你好||别人给我转了钱一直没收到是怎么回事||你可以帮我查一下吗||WeChatFile20190102/253845499004583936||WeChatFile20190102/253845498912309248||这个当时给我转的记录||在吗||别人给我转了钱一直没收到是怎么回事||WeChatFile20190102/253846688869908480||WeChatFile20190102/253846688794411008||这个是记录||你好？？||在吗||不会说话吗？||你们服务态度就这样？？？||人工客服||转人工客服||难怪给我转了3000||一分钱不到账||,"[0.041387884059501556, 0.37040405536629284, 0.0723113666615044, 0.08163622762280731, 0.0597097806148128, 0.34618936477754525, 0.1748379255299939, 0.6575342465753424, 0.5, 0.5, 0.012793163698759269, 0.6273653962050344, 0.5, 0.5, 0.33409897652831, 0.012793163698759269, 0.041387884059501556, 0.37040405536629284, 0.0723113666615044, 0.08163622762280731, 0.0597097806148128, 0.34618936477754525, 0.1748379255299939, 0.6575342465753424, 0.5, 0.5, 0.012793163698759269, 0.6273653962050344, 0.5, 0.5, 0.33409897652831, 0.012793163698759269]",neg
201901020130951680,昨天收款||订单号||金额190元||没有到账||昨天收款||订单号||金额190元||没有到账||,"[0.23684210526315763, 0.251864945144582, 0.1699686761239244, 0.6189943422928432, 0.23684210526315763, 0.251864945144582, 0.1699686761239244, 0.6189943422928432]",neg
201901020130951712,昨天收款||订单号||金额190元||没有到账||昨天收款||订单号||金额190元||没有到账||,"[0.23684210526315763, 0.251864945144582, 0.1699686761239244, 0.6189943422928432, 0.23684210526315763, 0.251864945144582, 0.1699686761239244, 0.6189943422928432]",neg
201901020130951744,人工||,[],no_trend
201901020130951808,1||,[],no_trend
201901020130951840,转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||,"[0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044]",neg
201901020130951936,转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||,"[0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044]",neg
201901020130951968,转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||,"[0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044]",neg
201901020130952032,转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||,"[0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044]",neg
201901020130952160,1||,[],no_trend
201901020130952320,你好!请问一下，Au（T+D）交易费是多少||你好||你好!请问一下，Au（T+D）保证金是多少||,"[0.07943410968784936, 0.009581992959396324]",no_trend
201901020130952352,转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||,"[0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044]",neg
201901020130952384,转人工客服||你好||我想咨询一下关于个人住房贷款的事情||我想了解一下，工商银行的住房贷款可以转吗？比如原来是甲的、现在要转给乙。||房产证是原本也有乙的名字，只是贷款时是甲一个人贷款的||有没有人啊||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||转人工客服||,"[0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.0723113666615044, 0.39451373936632284, 0.10525408743762765, 0.1369082735409206, 0.2620322700389508, 0.0723113666615044]",neg
